"Вид отклонения","Результат проверки","Дата и время регистрации отклонения","Товарная группа","Субъект","Адрес места фиксации отклонения","Номер документа","Код","Идентификатор ВСД","Регистрационный номер ККТ (из чека)","Дата и время выполнения операции, в результате которой было выявлено отклонение","ИНН участника","Номер отклонения","Нивелировано","Объем из ВСД","Единицы измерения из ВСД","Объем из ГИС МТ","Единицы измерения из ГИС МТ","Разницы между объемами","Единицы измерения разницы","% превышения","GTIN","Идентификатор ФИАС","Муниципальный округ","Фискальный номер накопителя из чека операции","Проверка РР"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 16:21:54","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ш Хатын-Юряхское, 9","144407284440700591143482","0104620021194241215Xlg:*",,"","2025-06-15 19:15:00","2724187340","909c6e0b-3ed6-4e51-a596-7cac72660f37","Нет",,,,,,,,"04620021194241","7d94d3a1-9883-402a-9381-10940f73995d","Якутск","7284440700591143","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:58:52","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Руднева, 71Б","646437284440700591736482","0104660214292538215+!Bnj",,"","2025-06-15 19:55:00","2724187340","aeefc04b-79e2-4813-aec3-547e35e4cbaf","Нет",,,,,,,,"04660214292538","35fac39b-84a7-4d84-96fd-20287b463f51","Хабаровск","7284440700591736","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:58:52","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Руднева, 71Б","646447284440700591736482","0104660214292538215.sXms",,"","2025-06-15 19:55:00","2724187340","94093dd7-374a-4e23-902e-5ebbfa072e45","Нет",,,,,,,,"04660214292538","35fac39b-84a7-4d84-96fd-20287b463f51","Хабаровск","7284440700591736","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:54:39","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","161767281440500535825482","0104620021194241215ntrI/",,"","2025-06-15 18:49:00","2724187340","81d4614e-c976-4484-9545-4b6d86f7ee83","Нет",,,,,,,,"04620021194241","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:54:39","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","161767281440500535825482","0104620021194241215KRQjy",,"","2025-06-15 18:49:00","2724187340","2104ae99-16df-44d1-814b-f1fd8e63c673","Нет",,,,,,,,"04620021194241","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:49:38","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Авиаторов, 21","9387380440801745847482","0104620021194241215Do6C'",,"","2025-06-15 18:45:00","2724187340","c8a876c2-3dd7-494d-8f31-5311a1960032","Нет",,,,,,,,"04620021194241","2766d060-57c9-4f57-b5a7-42d0d561c6c9","Якутск","7380440801745847","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:47:11","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Кирова, 54","550027284440700591572482","0104660214292545215L>aig",,"","2025-06-15 19:42:00","2724187340","6b4812eb-f485-44a8-8a0c-95fe4a704e83","Нет",,,,,,,,"04660214292545","057468af-0b8e-41bb-bd13-8564e6048ecc","Комсомольск-на-Амуре","7284440700591572","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:47:11","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Кирова, 54","550027284440700591572482","0104660214292545215L1yMo",,"","2025-06-15 19:42:00","2724187340","695e52e2-0751-4902-97f2-3b0c010d92db","Нет",,,,,,,,"04660214292545","057468af-0b8e-41bb-bd13-8564e6048ecc","Комсомольск-на-Амуре","7284440700591572","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:47:11","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Кирова, 54","550027284440700591572482","0104660214292538215<rQfK",,"","2025-06-15 19:42:00","2724187340","4b47090f-eac3-48c7-b089-4020449db0a0","Нет",,,,,,,,"04660214292538","057468af-0b8e-41bb-bd13-8564e6048ecc","Комсомольск-на-Амуре","7284440700591572","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:47:11","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Кирова, 54","550027284440700591572482","0104660214292538215<Sf+l",,"","2025-06-15 19:42:00","2724187340","225957ef-430e-4620-ac8f-661c13777bb6","Нет",,,,,,,,"04660214292538","057468af-0b8e-41bb-bd13-8564e6048ecc","Комсомольск-на-Амуре","7284440700591572","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:47:10","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","171777281440500535831482","0104620021194241215mP'Vp",,"","2025-06-15 18:42:00","2724187340","25206476-efa4-4bd1-b419-1da591007bca","Нет",,,,,,,,"04620021194241","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535831","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:37:22","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","353127284440700591167482","0104660214292545215oFJ1J",,"","2025-06-15 19:32:00","2724187340","ab641c4c-9198-4ca8-9027-58ef9e006372","Нет",,,,,,,,"04660214292545","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591167","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:37:22","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","353127284440700591167482","0104660214292545215raPGG",,"","2025-06-15 19:32:00","2724187340","6beb755f-edc5-421c-bad4-11cb524fd3cc","Нет",,,,,,,,"04660214292545","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591167","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:27:11","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Аллея Труда, 8","379057284440700591184482","0104660214292545215""((8""",,"","2025-06-15 19:22:00","2724187340","534d4451-5be2-418b-99dc-6f6713e019e8","Нет",,,,,,,,"04660214292545","f94009ca-a2e0-4fac-afd1-5656b9731626","Комсомольск-на-Амуре","7284440700591184","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:27:11","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Аллея Труда, 8","379057284440700591184482","0104660214292538215d.QTp",,"","2025-06-15 19:22:00","2724187340","a17b922e-44dc-4a2c-bdd2-8a589f7909f3","Нет",,,,,,,,"04660214292538","f94009ca-a2e0-4fac-afd1-5656b9731626","Комсомольск-на-Амуре","7284440700591184","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:27:11","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Аллея Труда, 8","379057284440700591184482","0104660214292545215'VrAQ",,"","2025-06-15 19:22:00","2724187340","6b9b4274-77aa-461a-8fc9-bb64669ee134","Нет",,,,,,,,"04660214292545","f94009ca-a2e0-4fac-afd1-5656b9731626","Комсомольск-на-Амуре","7284440700591184","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:27:11","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Аллея Труда, 8","379057284440700591184482","0104660214292538215d0&+X",,"","2025-06-15 19:22:00","2724187340","1636d88c-2167-4610-8914-887a33f6e206","Нет",,,,,,,,"04660214292538","f94009ca-a2e0-4fac-afd1-5656b9731626","Комсомольск-на-Амуре","7284440700591184","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:27:11","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Аллея Труда, 8","379057284440700591184482","0104660214292545215&Jao8",,"","2025-06-15 19:22:00","2724187340","b63db935-86c7-48ab-bca8-6d5d94c97a92","Нет",,,,,,,,"04660214292545","f94009ca-a2e0-4fac-afd1-5656b9731626","Комсомольск-на-Амуре","7284440700591184","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:27:11","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Аллея Труда, 8","379057284440700591184482","0104660214292545215'M5IU",,"","2025-06-15 19:22:00","2724187340","d7d8e947-9149-4ba6-892d-9b69894c8655","Нет",,,,,,,,"04660214292545","f94009ca-a2e0-4fac-afd1-5656b9731626","Комсомольск-на-Амуре","7284440700591184","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:16:38","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","289427284440700591047482","0104660214292538215Y:QS4",,"","2025-06-15 19:12:00","2724187340","48c65652-4d22-48ed-9cbe-7da7d1b2fb25","Нет",,,,,,,,"04660214292538","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591047","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 15:05:14","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ш Хатын-Юряхское, 9","144237284440700591143482","0104620021194241215yeaAD",,"","2025-06-15 18:00:00","2724187340","ff5f6651-0f64-42e3-bf1b-f2fc3c62d2be","Нет",,,,,,,,"04620021194241","7d94d3a1-9883-402a-9381-10940f73995d","Якутск","7284440700591143","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 14:50:07","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Кирова, 54","88047380440801739254482","0104660214292545215jKqMu",,"","2025-06-15 18:45:00","2724187340","1de97017-eb5a-43eb-b128-8d4b420b3afb","Нет",,,,,,,,"04660214292545","057468af-0b8e-41bb-bd13-8564e6048ecc","Комсомольск-на-Амуре","7380440801739254","Нет"
"Повторные продажи у разных продавцов","Повторные продажи у разных продавцов","2025-06-15 14:50:06","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","159007281440500535825482","0104620021194234215v6s)<",,"","2025-06-14 14:33:00","2724187340","6bebc1e6-b95e-48da-a8c5-c0a67a26db66","Нет",,,,,,,,"04620021194234","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Да"
"Повторные продажи у разных продавцов","Повторные продажи у разных продавцов","2025-06-15 14:36:45","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","159007281440500535825482","0104660105724650215q6eQP",,"","2025-06-14 14:33:00","2724187340","78ccb803-a98d-40a5-8c55-7717d4ab317e","Нет",,,,,,,,"04660105724650","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Да"
"Повторные продажи у разных продавцов","Повторные продажи у разных продавцов","2025-06-15 14:36:45","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","159007281440500535825482","0104660105724650215q6fQB",,"","2025-06-14 14:33:00","2724187340","501bbe40-2e42-4dac-8cbf-15089e938f28","Нет",,,,,,,,"04660105724650","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Да"
"Повторные продажи у разных продавцов","Повторные продажи у разных продавцов","2025-06-15 14:36:45","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","159007281440500535825482","0104660105724650215Q4M""e",,"","2025-06-14 14:33:00","2724187340","66c45e0f-884c-4f53-beaa-61c6f0ffe75e","Нет",,,,,,,,"04660105724650","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 14:27:09","Молочная продукция","Хабаровский край","Хабаровский край, Хабаровский р-н, с Ильинка, пер Гаражный, 1","35957380440801739207482","01046602142925452150KVKE",,"","2025-06-15 18:22:00","2724187340","1fb4eb85-edf3-4d2c-8c60-64f8a3213630","Нет",,,,,,,,"04660214292545","75dcf013-55a2-4124-9b53-0ac622103bae","Хабаровский","7380440801739207","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 14:19:56","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Кирова, 54","87937380440801739254482","0104660214292545215Jlczj",,"","2025-06-15 18:13:00","2724187340","0e9fdf40-5bf8-4dd5-a013-6260cb495b01","Нет",,,,,,,,"04660214292545","057468af-0b8e-41bb-bd13-8564e6048ecc","Комсомольск-на-Амуре","7380440801739254","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 14:19:56","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Кирова, 54","87937380440801739254482","0104660214292545215JnxG'",,"","2025-06-15 18:13:00","2724187340","d031bbdc-e6b3-4233-a0e0-0c19a272eb1a","Нет",,,,,,,,"04660214292545","057468af-0b8e-41bb-bd13-8564e6048ecc","Комсомольск-на-Амуре","7380440801739254","Нет"
"Повторные продажи у разных продавцов","Повторные продажи у разных продавцов","2025-06-15 14:12:33","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","159007281440500535825482","0104660105724650215q3YGR",,"","2025-06-14 14:33:00","2724187340","c69c4e4d-3199-489e-a5fc-036a3e4bd7db","Нет",,,,,,,,"04660105724650","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Да"
"Повторные продажи у разных продавцов","Повторные продажи у разных продавцов","2025-06-15 14:12:33","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","159007281440500535825482","0104660105724650215Q4rhi",,"","2025-06-14 14:33:00","2724187340","b81bb6e5-102b-44cb-a529-3db6818ddcc6","Нет",,,,,,,,"04660105724650","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Да"
"Повторные продажи у разных продавцов","Повторные продажи у разных продавцов","2025-06-15 14:12:33","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","159007281440500535825482","0104660105724650215Q3SXq",,"","2025-06-14 14:33:00","2724187340","f0ec06bd-9451-4428-a511-d5c91f011b50","Нет",,,,,,,,"04660105724650","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Да"
"Повторные продажи у разных продавцов","Повторные продажи у разных продавцов","2025-06-15 14:12:33","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","159007281440500535825482","0104660105724650215q4yoG",,"","2025-06-14 14:33:00","2724187340","d3712e6a-1598-4a98-bc4f-d9073d4437f8","Нет",,,,,,,,"04660105724650","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Да"
"Повторные продажи у разных продавцов","Повторные продажи у разных продавцов","2025-06-15 14:12:33","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, пр-кт Михаила Николаева, 28","159007281440500535825482","0104660105724650215Q3jj?",,"","2025-06-14 14:33:00","2724187340","48c14f88-efca-451b-856e-45c929c767e8","Нет",,,,,,,,"04660105724650","6f2022a8-5e82-4f78-bf15-442c30698a0a","Якутск","7281440500535825","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 14:10:00","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Мухина, 149","399367284440700613021482","0104650271282504215H?!DH",,"","2025-06-15 17:03:00","2724187340","be31a419-8165-4590-9b30-d8924507a0d9","Нет",,,,,,,,"04650271282504","624b4719-ebaf-451f-aa6a-c4e2ca5cd123","Благовещенск","7284440700613021","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 14:00:11","Молочная продукция","Хабаровский край","Хабаровский край, г Хабаровск, ул Руднева, 71Б","645907284440700591736482","0104660214292538215XTniA",,"","2025-06-15 17:50:00","2724187340","b7ee7171-c6c3-48ce-9a4a-c64ee978f307","Нет",,,,,,,,"04660214292538","35fac39b-84a7-4d84-96fd-20287b463f51","Хабаровск","7284440700591736","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:50:54","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","352957284440700591167482","0104660214292538215y=G.B",,"","2025-06-15 17:38:00","2724187340","e7f8241d-dfad-49b7-a31f-fc88f880a181","Нет",,,,,,,,"04660214292538","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591167","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:50:54","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","352957284440700591167482","0104660214292538215_roRt",,"","2025-06-15 17:38:00","2724187340","9c63522f-f305-4d1a-a073-683fd6fad491","Нет",,,,,,,,"04660214292538","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591167","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:44:08","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","289347284440700591047482","0104660214292538215cYqVY",,"","2025-06-15 17:32:00","2724187340","711ffbec-8504-4b7c-a782-37ceb234adc3","Нет",,,,,,,,"04660214292538","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591047","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:30:19","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","352937284440700591167482","0104660214292538215XFqVG",,"","2025-06-15 17:07:00","2724187340","ce4dadb7-47ca-4f75-b32a-0cbf147b30d7","Нет",,,,,,,,"04660214292538","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591167","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:30:19","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","352937284440700591167482","0104660214292538215XepCx",,"","2025-06-15 17:07:00","2724187340","9e3c5360-0df2-4025-a88d-913818bbb88b","Нет",,,,,,,,"04660214292538","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591167","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:30:19","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","289237284440700591047482","0104660214292545215oj*0R",,"","2025-06-15 17:07:00","2724187340","6993a834-9e54-41d7-8c41-8629d5bd1bfe","Нет",,,,,,,,"04660214292545","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591047","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:30:19","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","352937284440700591167482","0104660214292538215XF2k!",,"","2025-06-15 17:07:00","2724187340","f80f4c4c-2438-478e-8d9e-956e781a006c","Нет",,,,,,,,"04660214292538","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591167","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:30:19","Молочная продукция","Хабаровский край","Хабаровский край, г Комсомольск-на-Амуре, ул Вокзальная, 32, литера в","352937284440700591167482","0104660214292538215Xf?ob",,"","2025-06-15 17:07:00","2724187340","a2de1464-523e-48e0-b62a-1ae9d5172dec","Нет",,,,,,,,"04660214292538","74e74b13-3b7c-4ca6-b454-68632d3a4d0d","Комсомольск-на-Амуре","7284440700591167","Нет"
